,ID,Code,Language Name,Alternate Names,Endangerment Status,Estimated Speakers,Language Family,Dialects/Variants,Additional Information,Notes,Geographical Regions,Region,Coordinates,Index,Country,Latitude,Longitude
0,3645,knw,!Xun,Ju; !Xun (Ekoka); Kung-Ekoka; !Kung; Ekoka-!Xû; Kung; !Ku; !Xu; !Hu; Qxü !Khung; !Xung; Ekoka;,Vulnerable,16000.0,Kx'a ,"Southeastern !Xun, Northwestern !Xun, Central !Xun",None,None,South Africa;Namibia;Angola;,Africa,"(-28.74358, 23.983154)",0,South Africa,-28.74358,23.983154
1,3645,knw,!Xun,Ju; !Xun (Ekoka); Kung-Ekoka; !Kung; Ekoka-!Xû; Kung; !Ku; !Xu; !Hu; Qxü !Khung; !Xung; Ekoka;,Vulnerable,16000.0,Kx'a ,"Southeastern !Xun, Northwestern !Xun, Central !Xun",None,None,South Africa;Namibia;Angola;,Africa,"(-28.74358, 23.983154)",0,Namibia,-28.74358,23.983154
2,3645,knw,!Xun,Ju; !Xun (Ekoka); Kung-Ekoka; !Kung; Ekoka-!Xû; Kung; !Ku; !Xu; !Hu; Qxü !Khung; !Xung; Ekoka;,Vulnerable,16000.0,Kx'a ,"Southeastern !Xun, Northwestern !Xun, Central !Xun",None,None,South Africa;Namibia;Angola;,Africa,"(-28.74358, 23.983154)",0,Angola,-28.74358,23.983154
3,3645,knw,!Xun,Ju; !Xun (Ekoka); Kung-Ekoka; !Kung; Ekoka-!Xû; Kung; !Ku; !Xu; !Hu; Qxü !Khung; !Xung; Ekoka;,Vulnerable,16000.0,Kx'a ,"Southeastern !Xun, Northwestern !Xun, Central !Xun",None,None,South Africa;Namibia;Angola;,Africa,"(-17.560247, 18.050537)",0,South Africa,-17.560247,18.050537
4,3645,knw,!Xun,Ju; !Xun (Ekoka); Kung-Ekoka; !Kung; Ekoka-!Xû; Kung; !Ku; !Xu; !Hu; Qxü !Khung; !Xung; Ekoka;,Vulnerable,16000.0,Kx'a ,"Southeastern !Xun, Northwestern !Xun, Central !Xun",None,None,South Africa;Namibia;Angola;,Africa,"(-17.560247, 18.050537)",0,Namibia,-17.560247,18.050537
5,3645,knw,!Xun,Ju; !Xun (Ekoka); Kung-Ekoka; !Kung; Ekoka-!Xû; Kung; !Ku; !Xu; !Hu; Qxü !Khung; !Xung; Ekoka;,Vulnerable,16000.0,Kx'a ,"Southeastern !Xun, Northwestern !Xun, Central !Xun",None,None,South Africa;Namibia;Angola;,Africa,"(-17.560247, 18.050537)",0,Angola,-17.560247,18.050537
6,3645,knw,!Xun,Ju; !Xun (Ekoka); Kung-Ekoka; !Kung; Ekoka-!Xû; Kung; !Ku; !Xu; !Hu; Qxü !Khung; !Xung; Ekoka;,Vulnerable,16000.0,Kx'a ,"Southeastern !Xun, Northwestern !Xun, Central !Xun",None,None,South Africa;Namibia;Angola;,Africa,"(-19.621892, 20.253296)",0,South Africa,-19.621892,20.253296
7,3645,knw,!Xun,Ju; !Xun (Ekoka); Kung-Ekoka; !Kung; Ekoka-!Xû; Kung; !Ku; !Xu; !Hu; Qxü !Khung; !Xung; Ekoka;,Vulnerable,16000.0,Kx'a ,"Southeastern !Xun, Northwestern !Xun, Central !Xun",None,None,South Africa;Namibia;Angola;,Africa,"(-19.621892, 20.253296)",0,Namibia,-19.621892,20.253296
8,3645,knw,!Xun,Ju; !Xun (Ekoka); Kung-Ekoka; !Kung; Ekoka-!Xû; Kung; !Ku; !Xu; !Hu; Qxü !Khung; !Xung; Ekoka;,Vulnerable,16000.0,Kx'a ,"Southeastern !Xun, Northwestern !Xun, Central !Xun",None,None,South Africa;Namibia;Angola;,Africa,"(-19.621892, 20.253296)",0,Angola,-19.621892,20.253296
9,3645,knw,!Xun,Ju; !Xun (Ekoka); Kung-Ekoka; !Kung; Ekoka-!Xû; Kung; !Ku; !Xu; !Hu; Qxü !Khung; !Xung; Ekoka;,Vulnerable,16000.0,Kx'a ,"Southeastern !Xun, Northwestern !Xun, Central !Xun",None,None,South Africa;Namibia;Angola;,Africa,"(-21.749296, 19.89624)",0,South Africa,-21.749296,19.89624
10,3645,knw,!Xun,Ju; !Xun (Ekoka); Kung-Ekoka; !Kung; Ekoka-!Xû; Kung; !Ku; !Xu; !Hu; Qxü !Khung; !Xung; Ekoka;,Vulnerable,16000.0,Kx'a ,"Southeastern !Xun, Northwestern !Xun, Central !Xun",None,None,South Africa;Namibia;Angola;,Africa,"(-21.749296, 19.89624)",0,Namibia,-21.749296,19.89624
11,3645,knw,!Xun,Ju; !Xun (Ekoka); Kung-Ekoka; !Kung; Ekoka-!Xû; Kung; !Ku; !Xu; !Hu; Qxü !Khung; !Xung; Ekoka;,Vulnerable,16000.0,Kx'a ,"Southeastern !Xun, Northwestern !Xun, Central !Xun",None,None,South Africa;Namibia;Angola;,Africa,"(-21.749296, 19.89624)",0,Angola,-21.749296,19.89624
12,3956,bpk,'Ôrôê,Orowe; Boewe; Neukaledonien;,Endangered,590.0,Austronesian; Malayo-Polynesian; Oceanic; New Caledonian,,None,None,New Caledonia;,Pacific,"(-21.4223, 165.4678)",1,New Caledonia,-21.4223,165.4678
13,1933,taa,(Lower) Tanana,,Critically Endangered,25.0,Athabaskan-Eyak-Tlingit; Dene (Athabaskan),Minto-Nenana; Salcha; Chena,None,"Tanana is the language of the Lower Tanana river, extending from Salcha through Fairbanks and Nenana to the Minto Flats.",USA;,North America,"(65.157778, -149.37)",2,United States of America,65.157778,-149.37
14,1933,taa,(Lower) Tanana,,Critically Endangered,25.0,Athabaskan-Eyak-Tlingit; Dene (Athabaskan),Minto-Nenana; Salcha; Chena,None,"Tanana is the language of the Lower Tanana river, extending from Salcha through Fairbanks and Nenana to the Minto Flats.",USA;,North America,"(64.521111, -146.980556)",2,United States of America,64.521111,-146.980556
15,1933,taa,(Lower) Tanana,,Critically Endangered,25.0,Athabaskan-Eyak-Tlingit; Dene (Athabaskan),Minto-Nenana; Salcha; Chena,None,"Tanana is the language of the Lower Tanana river, extending from Salcha through Fairbanks and Nenana to the Minto Flats.",USA;,North America,"(64.558056, -149.090556)",2,United States of America,64.558056,-149.090556
16,1043,con,A'ingae,Kofane; Cofán; Kofán; A'i; A'ingaé; Colin; Kofan; A'ingae;,Vulnerable,1500.0,Isolate; South American,,None,None,Colombia;Ecuador;,South America,"(0.054639, -77.409417)",3,Colombia,0.054639,-77.409417
17,1043,con,A'ingae,Kofane; Cofán; Kofán; A'i; A'ingaé; Colin; Kofan; A'ingae;,Vulnerable,1500.0,Isolate; South American,,None,None,Colombia;Ecuador;,South America,"(0.054639, -77.409417)",3,Ecuador,0.054639,-77.409417
18,3581,aas,Aasáx,"Asax; Asá; Aasá; Assa; Asak; ""Ndorobo""; ""Dorobo""; Lamanik; Il Konono; Asa; Aasax;",Dormant,0.0,Afro-Asiatic; Cushitic; South Cushitic,,None,None,Tanzania;,Africa,"(-5.1948, 37.738)",4,Tanzania,-5.1948,37.738
19,2011,abg; abag1245,Abaga,Wagaba; Wagama; Vaga,Critically Endangered,5.0,Nuclear Trans-New Guinea; Kainantu-Goroka; Siane-Yagaria; Kamano-Yagaria,,None,None,Papua New Guinea;,Pacific,"(-6.12, 145.66)",5,Papua New Guinea,-6.12,145.66
20,3584,abf,Abai Sungai,,Endangered,500.0,Austronesian; Malayo-Polynesian; North Borneo; Sabahan,,None,None,Malaysia;,Southeast Asia,"(5.587, 118.3695)",6,Malaysia,5.587,118.3695
21,10590,aau,Abau,Green River; Djarok,Threatened,7000.0,Sepik,Central; Down-River; Down-River Border; Up-River,None,None,Papua New Guinea;,Pacific,"(-3.97, 141.32)",7,Papua New Guinea,-3.97,141.32
22,1415,abq; abaz1241,Abaza,абаза бызшва‎; Abazintsy; Abazin; Ahuwa; Tapanta; Ashuwa;,Vulnerable,47880.0,Northwest Caucasian; Abkhaz-Adyghe; Abkhaz-Abazin,"Ashkaraua/Ashkherewa (Ashkar, Ashkharywa, Ashxar, Shkaruau); Bezshagh; T'ap'anta; Psyzh-Krasnovostok; Abazakt; Apsua; Kubin-Elburgan; Kuvin","Abaza belongs to the Abkhazo-Adyghian group of the Caucasian languages. It is close to Abkhaz, but contains also elements characteristic of Kabardian. Of all languages spoken in the former USSR, Abaza phonetics are considered the most difficult. The Abaza language is divided into two dialects corresponding to the two kinship communities Tapanta and Shkaraua. There are five subdialects: Abazakt, Apsua, Kubin-Elburgan, Kuvin and Psyzh-Krasnovostok. (The Redbook of the Peoples of the Russian Empire, 2008)",None,Russia;,Caucasus,"(44.1556, 41.9368)",8,Russia,44.1556,41.9368
23,1415,abq; abaz1241,Abaza,абаза бызшва‎; Abazintsy; Abazin; Ahuwa; Tapanta; Ashuwa;,Vulnerable,47880.0,Northwest Caucasian; Abkhaz-Adyghe; Abkhaz-Abazin,"Ashkaraua/Ashkherewa (Ashkar, Ashkharywa, Ashxar, Shkaruau); Bezshagh; T'ap'anta; Psyzh-Krasnovostok; Abazakt; Apsua; Kubin-Elburgan; Kuvin","Abaza belongs to the Abkhazo-Adyghian group of the Caucasian languages. It is close to Abkhaz, but contains also elements characteristic of Kabardian. Of all languages spoken in the former USSR, Abaza phonetics are considered the most difficult. The Abaza language is divided into two dialects corresponding to the two kinship communities Tapanta and Shkaraua. There are five subdialects: Abazakt, Apsua, Kubin-Elburgan, Kuvin and Psyzh-Krasnovostok. (The Redbook of the Peoples of the Russian Empire, 2008)",None,Russia;,Europe,"(44.1556, 41.9368)",8,Russia,44.1556,41.9368
24,1415,abq; abaz1241,Abaza,абаза бызшва‎; Abazintsy; Abazin; Ahuwa; Tapanta; Ashuwa;,Vulnerable,47880.0,Northwest Caucasian; Abkhaz-Adyghe; Abkhaz-Abazin,"Ashkaraua/Ashkherewa (Ashkar, Ashkharywa, Ashxar, Shkaruau); Bezshagh; T'ap'anta; Psyzh-Krasnovostok; Abazakt; Apsua; Kubin-Elburgan; Kuvin","Abaza belongs to the Abkhazo-Adyghian group of the Caucasian languages. It is close to Abkhaz, but contains also elements characteristic of Kabardian. Of all languages spoken in the former USSR, Abaza phonetics are considered the most difficult. The Abaza language is divided into two dialects corresponding to the two kinship communities Tapanta and Shkaraua. There are five subdialects: Abazakt, Apsua, Kubin-Elburgan, Kuvin and Psyzh-Krasnovostok. (The Redbook of the Peoples of the Russian Empire, 2008)",None,Russia;,East Asia,"(44.1556, 41.9368)",8,Russia,44.1556,41.9368
25,9669,abp,Abellen Ayta,Abenlen; Ayta Abenlen Sambal; Aburlin Negrito; Sambal,Threatened,3500.0,Austronesian; Malayo-Polynesian; Central Luzon,,None,None,Philippines;,Southeast Asia,,9,Philippines,,
26,1763,bsa; abin1243,Abinomn,"Avinomen; ""Baso""; Foya; Foja;",Critically Endangered,50.0,Isolate; Pacific,,None,None,Indonesia;,Southeast Asia,"(-2.92, 138.89)",10,Indonesia,-2.92,138.89
27,3847,aob,Abom,,Critically Endangered,15.0,Trans-New Guinea; Tirio,,None,None,Papua New Guinea;,Pacific,"(-8.424996376, 142.9303589)",11,Papua New Guinea,-8.424996376,142.9303589
28,10638,ado,Abu,Adjora; Adjoria; Azao,Threatened,2347.0,Lower Sepik-Ramu; Ramu; Grass,,None,None,Papua New Guinea;,Pacific,"(-4.24, 144.47)",12,Papua New Guinea,-4.24,144.47
29,10569,aah,Abu',Abu’ Arapesh; Ua,Threatened,2560.0,Torricelli; Arapeshan,Matapau,None,None,Papua New Guinea;,Pacific,"(-3.4, 142.8)",13,Papua New Guinea,-3.4,142.8
30,1381,abz,Abui,"Barue; ""Barawahing""; Namatalaki;",Threatened,16000.0,Timor-Alor-Pantar,Atimelang; Kobola; Alakaman;,None,None,Indonesia;,Southeast Asia,,14,Indonesia,,
31,10730,kgr,Abun,Karon Pantai; Madik; Yimbun,Threatened,3000.0,Isolate; Pacific,Abun Ji /l/; Abun Ji /r/; Abun Ye; Abun Tat,None,"""There are four identifiable dialects all of which are mutually intelligible, although intelligibility decreases when greater geographic distance is involved."" (Berry and Berry 1999:1)",Indonesia;,Southeast Asia,"(-0.52, 132.19)",15,Indonesia,-0.52,132.19
32,10730,kgr,Abun,Karon Pantai; Madik; Yimbun,Threatened,3000.0,Isolate; Pacific,Abun Ji /l/; Abun Ji /r/; Abun Ye; Abun Tat,None,"""There are four identifiable dialects all of which are mutually intelligible, although intelligibility decreases when greater geographic distance is involved."" (Berry and Berry 1999:1)",Indonesia;,Southeast Asia,"(-0.66, 131.91)",15,Indonesia,-0.66,131.91
33,641,aca,Achagua,Achagua; Xagua; Ajagua; Achawa;,Endangered,283.0,Arawakan; Northern Arawakan; Upper Amazon,,None,None,Colombia;,South America,"(4.434, -70.8837)",16,Colombia,4.434,-70.8837
